PEG,28962268383
EA,28737207074
SIRI,28703703852
APH,28427202199
XEL,28410071328
WELL,28338614668
TEL,28243517074
IQV,28213664644
SCCO,27976479333
NXPI,27927871243
OKE,27919103444
GIS,27796564554
WP,27712076601
STT,27508142818
HAL,27437769208
EQR,27420945101
GLW,27418623394
LRCX,27347798826
SPOT,27343630886
PAYX,27251429347
FTV,27218265000
TLK,27182672235
AVB,27154661741
CHT,27011430454
PPG,26732765344
MPLX,26728756665
TRI,26714542071
CNC,26395675680
S,26264359960
IR,25749790534
WIT,25670396555
ED,25572213589
CRH,25403778863
ZBH,25382812141
RCL,25276415894
MCK,25223105015
HLT,25217346675
TEAM,25207902303
RSG,24967012973
A,24907408294
AMD,24489080766
DLR,24459375979
CMI,24456754575
FMS,24427544600
UAL,24366492365
PXD,24227776710
PCAR,24223874000
WEC,24181697435
TWTR,24139246030
MTB,23892958980
ADM,23821779494
FDC,23673432732
DFS,23653260000
MT,23589708343
BF.A,23543134873
TROW,23345705000
TSN,23128731388
HSY,23125014393
TDG,23110238048
DLTR,23109262913
GOL,23103583515
AZO,22978504258
HRL,22939500843
VTR,22914584142
SYF,22912156000
MSI,22885981247
GOLD,22839769788
HPE,22826431896
PPL,22787125532
KR,22751631358
PH,22738548448
SLF,22627855517
DTE,22507598308
RCI,22491770157
CCEP,22367767517
ES,22277072302
WLTW,22057184568
APC,22032032608
WCN,21962092013
PANW,21832088187
VIV,21632167271
TU,21594663790
FE,21587796566
VRSN,21461415230
ROK,21425865026
APTV,21416446609
CTAS,21368772138
CXO,21234530678
INFO,21103783758
MCHP,21099715575
SWK,20985268258
BXP,20955381710
VCSH,20770422475
ANET,20740244681
SBAC,20686830698
HBANO,20650180876
SHV,20588013000
VRSK,20582456229
O,20581415504
CLX,20452457239
ALGN,20315232930
NTRS,20289271680
GPN,20176483961
EIX,20008066160
SPLK,19885684786
LULU,19762620294
LBTYA,19652075043
FLT,19609651930
WY,19546628704
HRS,19545604072
CHKP,19523098299
K,19515120000
PKX,19512965522
KKR,19507023820
NEM,19431554813
BAP,19350816210
CBS,19347321111
KEP,19284600873
TAL,19256691708
FCX,19156225038
SHY,19147536000
LBTYB,19049019422
VCIT,18978796985
LBTYK,18973637469
IP,18931030688
TEVA,18791537039
BLL,18743706099
CERN,18725355219
NUE,18699113290
EXPE,18690224802
IX,18652542669
SHG,18510225860
PBA,18492845171
ESS,18480177150
SSL,18478339441
AME,18430008177
ULTA,18429469694
AMP,18385507000
IAC,18358904000
AWK,18236866218
ABC,18084071133
INCY,18056771358
IDXX,18038354698
SHOP,17998473149
FITB,17995740730
KEY,17994227950
MKC,17937804948
FAST,17916469607
DXC,17885640037
DB,17861385000
WAT,17831299945
MGA,17820699745
MKC.V,17747511452
CTRP,17733003557
EMB,17642494000
AEE,17633270267
HIG,17561288000
GWW,17449725393
ETR,17438573968
CFG,17349477244
CBRE,17340580963
KLAC,17329662986
VEEV,17245836222
PAA,17205388489
DVY,17183936000
TSS,17111185190
FRC,17082830512
FANG,17069786269
SUZ,16966461368
AAL,16960013122
HES,16933829254
OMC,16917735053
MELI,16908581438
CLR,16838012108
MTD,16831750733
LLL,16829471281
SNN,16703749091
RYAAY,16685845901
BEN,16676276898
RF,16646000000
NTAP,16629511211
CMG,16601647039
SKM,16543009935
GIB,16495479588
CAH,16361114250
LBRDK,16336918168
CHD,16320304284
LEN,16290943118
LBRDA,16286137339
BBY,16264498830
GPC,16262395041
MYL,16118640409
TS,16084814309
KB,16023689777
QSR,15962709108
CDNS,15960772940
MTCH,15949536000
ABMD,15897255196
DISCB,15866611330
YUMC,15739189516
GRMN,15738559993
CNP,15737409552
BMRN,15646317254
MBB,15513850000
KEYS,15481566082
ATUS,15446168878
ZTO,15436283275
ARE,15412229856
BPR,15378238006
CMS,15360285691
DISH,15355958295
SNPS,15295385728
DISCA,15291441631
BSAC,15287692004
MXIM,15282967206
CGC,15278437145
FTS,15266046190
DHI,15250600221
WB,15248671193
AGR,15224689751
STM,15067364437
SSNC,15018361124
LH,15009884000
HBAN,15000174721
CSGP,14998396682
HST,14945137703
HCP,14921391969
VMC,14879147907
L,14872248000
MGM,14868362847
AJG,14835236000
MSCI,14792860000
FTNT,14786430092
PFG,14777165000
CNHI,14702449731
ANSS,14663111959
EVRG,14619122556
NDAQ,14598733595
CTL,14524060589
RMD,14507692911
SYMC,14491052178
COO,14436147750
DISCK,14401491245
WDC,14394212922
CDW,14361041632
FNV,14353035535
TWLO,14350926908
SWKS,14346410266
WYNN,14326299747
EBR.B,14310865847
NLY,14198690385
CTXS,14175592375
PFF,14154776000
MRO,14040249546
CINF,14020336000
CMA,14007945283
VIA,13970420619
WPP,13945675201
MKL,13915776000
DVN,13882130000
WCG,13811540795
DRI,13803374446
HOLX,13680141458
IFF,13671783094
CPRT,13640762329
EBR,13566917245
IXUS,13562445000
W,13546978735
DOV,13510895790
XYL,13441560000
MMP,13413311505
TXT,13377459750
TECK,13369476873
LSXMK,13356553983
EFX,13354895529
CE,13289106138
STX,13244601020
IEF,13210980000
GDDY,13187261600
GRFS,13182464071
VNO,13125990526
TFX,13124216690
NMR,13098541342
EXPD,13082327761
IEP,13067371611
ACGL,12999291138
VST,12989116083
IT,12934104921
LNC,12932579000
SIVB,12926812938
MRVL,12917910000
ROL,12906157730
KOF,12856896000
SNAP,12827257599
TI,12787766053
EDU,12762167945
APA,12703325698
CHRW,12642153892
UHS,12585382951
HEI,12497422506
BNDX,12453844528
MOS,12450683745
ODFL,12414577020
UDR,12366499992
NRG,12240845613
ENIA,12224914833
NCLH,12175677965
DXCM,12159237057
VAR,12075223981
ETFC,12051149057
WPC,12039495205
INVH,11999371328
ULTI,11983336335
EXR,11963291874
DGX,11947130819
APO,11930531790
FMC,11918571880
LYV,11914732168
MAA,11896802500
MLM,11875000000
JBHT,11861457210
BAK,11852453164
CHDN,11834730978
GS-K,11833977081
EMN,11822265876
RJF,11785134027
TRU,11772109000
AAP,11770148807
CNA,11735799273
TSCO,11723415906
SQM,11678029770
BR,11665249654
ATO,11628082504
MLCO,11618168504
AES,11610074807
SJM,11537349849
SGEN,11436776698
CIB,11428909328
AKAM,11377820576
CAG,11354309633
BIP,11329661307
EXAS,11311755577
TIF,11299866732
KSU,11239842149
REG,11162913141
MAS,11134761425
NBL,11112144840
DATA,11103656775
ZBRA,11102563940
IEX,11088389592
BURL,11067702608
IHG,11046093508
PTC,11030005406
TLT,10977771000
VXUS,10940526946
YNDX,10928964038
CVE,10923130261
NOV,10918279287
URI,10891243661
HAS,10879643108
ALLY,10851851422
DPZ,10844141984
LNT,10783107788
DRE,10781827918
ELAN,10673148097
KSS,10629377611
AEG,10565150761
PAYC,10555004086
COG,10460423695
ATHM,10458335624
PNW,10448073270
MHK,10424951773
PKI,10409765646
TI.A,10397441666
JEC,10387029706
STE,10352657026
SPR,10334951130
LW,10327689032
ECA,10305936829
KMX,10297075092
HTHT,10287761028
TPR,10282620270
WUBA,10280830360
AEM,10232390144
JKHY,10230531554
FFIV,10228664583
EQH,10228186400
FTI,10222438220
IRM,10183693155
IGSB,10182810000
OTEX,10176097256
CF,10170979686
VIAB,10142360669
UBNT,10117803678
SJR,10097396439
MFGP,10086740937
TAP,10080589175
WRK,10079718199
WRB,10070769800
QRTEB,10053213607
TRMB,10045871560
CEA,10031823890
ACWI,10024960000
RL,9994422538
FRT,9983342273
WPM,9948691123
ZNH,9924142350
NI,9922323744
LII,9912671916
GS-N,9909120573
CPB,9882782858
ELS,9863436464
HNP,9858402605
TTWO,9853009942
SUI,9824328844
QRTEA,9797095948
WLK,9761028598
DVA,9744200000
PCG,9735516161
LEA,9728649505
UAA,9720583487
FNF,9668645362
LDOS,9658026334
GG,9655614565
HFC,9620097695
ON,9614020987
TRGP,9602390677
ZION,9597138180
NVR,9588587080
JNPR,9553060000
BSMX,9542514063
DBX,9532977482
NTNX,9508587767
AGNC,9497873000
ADS,9481661239
ALB,9471440824
UGI,9450165276
GPS,9444308266
SCZ,9406488000
SRPT,9353970888
Y,9353122724
HII,9325806336
CPT,9321831420
PSO,9298772122
OKTA,9295618982
MGP,9289224244
PKG,9288139420
AVY,9272793921
NLSN,9265064652
XRAY,9264657629
ERIE,9256352433
WHR,9254475179
TMK,9251161025
HSIC,9137114539
IPG,9128348125
RE,9102165410
RGA,9052125540
AOS,9037991361
Z,8999761263
SNA,8983695320
MKTX,8983503383
STLD,8966309948
VEDL,8949150901
ATH,8935168362
CGNX,8924669222
DOCU,8921883403
PVH,8907976812
AFG,8903305320
ZG,8883910678
AGNCB,8875462161
MOH,8842392970
ARNC,8834188707
QGEN,8832487680
UA,8814883365
FDS,8806732724
LKQ,8696478534
VICI,8689542172
BWA,8680806803
ANDX,8648402976
LN,8616776996
CPL,8591200456
EPAM,8566426493
PAGS,8561352949
TTD,8550264388
OGE,8546545759
BPY,8540380480
ALLE,8526501941
NNN,8515673496
RNG,8510470604
TDY,8498433654
COTY,8466665026
ZEN,8439156117
MTN,8415213093
TTM,8414918939
NIO,8382502076
ST,8377030147
WES,8357733907
QRVO,8325064707
BHC,8306734759
ALNY,8300918407
CACC,8292247922
RHI,8291885684
IPGP,8281655583
ANGI,8256336000
BRO,8250494330
HLF,8248392599
AVAL,8221695325
BIO,8217434069
BGNE,8213679610
IBB,8131649500
ASX,8122542936
SEIC,8088830100
IONS,8083701928
H,8059233225
TYL,8057766990
EWBC,8022141740
UNM,7996390310
NWL,7963608000
GLPI,7951334392
ARMK,7948004158
TSU,7945828583
DOX,7932080496
NDSN,7919590062
ICLR,7903552677
HDS,7879686205
GGG,7869141360
WU,7866596000
VER,7846470213
ENIC,7812936267
BKI,7812106810
SCI,7757389347
RPM,7756504605
PHM,7754433356
SLG,7727380560
NWS,7727265180
WST,7725028092
LAMR,7720629960
UGP,7705382098
ALK,7693913448
USFD,7690499225
JLL,7618272665
JAZZ,7601123556
NWSA,7592725362
WEX,7581892633
BAH,7579821058
TRIP,7576298576
IEI,7573472000
IVZ,7561628762
VOYA,7542450000
KRC,7540912052
CX,7508295770
PNR,7473524341
KIM,7471224825
GWRE,7454948784
LB,7444882311
ARCC,7434640608
FWONK,7433758599
TLRY,7432971555
PRAH,7415613185
M,7397661794
TER,7392266288
UHAL,7391743920
VMBS,7374479646
JWN,7368942971
CCK,7365160298
TECH,7363237020
CSL,7332907638
OHI,7330977501
SBS,7327225796
SC,7323577762
KL,7321562287
LTM,7307212701
MBT,7305323282
BG,7304129487
FLIR,7277107220
STNE,7275940368
TTC,7268957051
COLM,7262807299
CDK,7255764232
SBNY,7255654256
GRUB,7253398075
GIL,7252451724
XRX,7230828270
FICO,7228554377
SAGE,7219218181
WGP,7218379167
LOXO,7216882414
AIV,7190047821
NICE,7183983091
BLUE,7182470053
ICL,7169686423
NBIX,7166706179
BFAM,7148329599
XEC,7103128006
WAB,7087672439
ALV,7078615493
CBSH,7070654039
MSG,7066493629
AZPN,7050944943
ROKU,7037842858
LPT,7034806768
HRC,6969021421
STOR,6961966830
ARW,6958127905
CRL,6958109081
FIVE,6957154488
ACB,6950228320
NKTR,6932063502
HBI,6914041235
EEFT,6908568751
GGB,6893649216
FBHS,6879346293
TV,6866541021
OLED,6865915248
MPW,6856784500
MOMO,6846736328
BERY,6831629000
MASI,6830096900
ETSY,6826470637
AER,6814585140
CIEN,6811568670
SEE,6778200000
OAK,6764722020
WWE,6753828239
CBD,6753293890
FL,6732771647
POST,6729337921
CC,6709945817
DLB,6695740784
HUBS,6685093255
ESTC,6682198805
PBCT,6678242013
DCI,6672094547
BOKF,6661995229
MIDD,6658597510
PRGO,6648819263
TEO,6641973823
DEI,6634430116
LPL,6633903078
CDAY,6633627673
CFR,6631806393
XPO,6622821286
CPRI,6607061210
PFPT,6606850200
SNV,6576018296
HUBB,6575202840
KT,6569879782
LPLA,6555268116
TGE,6554852287
ALSN,6542841973
MRNA,6539487989
ENBL,6519960383
EHC,6516404881
AMH,6494035339
AMRN,6483349495
WTR,6468114602
PK,6444859052
EXEL,6434117065
ATR,6410175639
ORI,6402411717
POOL,6390992974
AXTA,6372980000
CTLT,6346673110
KAR,6334240423
G,6313357568
RS,6283947144
SABR,6275272080
IDTI,6274119520
TIGO,6263760210
PSXP,6254942127
ADT,6250064347
INGR,6230843330
WBC,6211790454
LOGI,6209055011
CIG.C,6197315503
JEF,6187694107
ACC,6186971683
MAC,6179862117
NATI,6166061577
CG,6165215329
HEI.A,6127672112
RNR,6123448141
PE,6123304726
RDY,6116872101
AU,6112427998
NRZ,6104987256
AIZ,6102383968
STWD,6101798348
FLS,6092699918
ZS,6085610774
HXL,6075523919
CZR,6061083650
ZAYO,6059857689
USG,6048631890
HOG,6042723353
NEWR,6021903930
HP,6019481037
VVC,6013380704
VTIP,6011970749
TX,5999162609
WWD,5994693539
LEG,5987340000
RXN-A,5951930963
HTA,5951620111
SON,5950618423
TPL,5934428172
BRKR,5919831278
DNKN,5916292309
RGLD,5895214261
ACH,5884019539
YPF,5876093127
KNX,5864528712
NYCB,5843441693
IJT,5836946000
MPWR,5804482800
HUN,5792468766
GLIBA,5782354418
FAF,5769360152
FTCH,5762667716
SYNH,5749683633
AMG,5748191940
SWI,5735966826
JHX,5722895034
ESLT,5708404861
VNQI,5701651039
OSK,5694094129
MDB,5693233258
IUSG,5689785500
BPOP,5678752453
CY,5675376612
LECO,5675082442
CAE,5660932462
TKC,5658400000
LOPE,5649420092
COUP,5631806415
FSLR,5631708714
CUBE,5630183427
RP,5625305739
MLNX,5619142598
CONE,5595469856
OC,5588426080
AA,5574518412
VGSH,5569586363
OLLI,5564987616
ATHN,5558622675
EPR,5550849075
TDC,5542398000
FLEX,5532239983
ENLC,5531149778
IGIB,5523829500
ARRS,5505215595
TOL,5494840978
PVTL,5490041625
CABO,5481713952
PAC,5469189000
CIG,5453637642
SHI,5450872479
SMI,5423058717
CREE,5421337715
AQN,5406696849
FLR,5400261450
WPX,5396555251
PLNT,5395912376
WSO,5391415530
PII,5383561658
DNB,5382173673
MORN,5379857392
KMPR,5373535860
BEP,5365824132
SE,5356109746
CCU,5355944130
NYT,5352630907
GLPG,5347415034
SKX,5338711795
NSP,5338263822
PWR,5327200739
SERV,5326523550
CW,5317006934
GDI,5314915587
WH,5314382735
MDU,5300542661
EQM,5295264443
GNTX,5271171885
BRX,5267957262
HPP,5266776470
MAN,5253204070
WIX,5249624144
JBLU,5248418932
PRI,5247551251
FCNCA,5247302094
AGCO,5241125248
BWXT,5235446939
WBS,5234094780
NFG,5218124890
AYI,5211142514
SNX,5204109177
CHE,5200492332
ARES,5199960343
PB,5194660969
ALKS,5194446569
GRA,5186473965
CIT,5177196000
PODD,5175166574
BF.B,5157574476
UTHR,5156363157
HRB,5154637600
IUSV,5141718000
ITT,5136864000
ICUI,5121475683
MUR,5119003402
PEGA,5114755308
BPL,5097037003
CR,5084677674
PACW,5077884916
ARRY,5071283041
BHF,5063293035
ITCB,5055746689
PEN,5049174581
ETRN,5042154270
RIG,5033007400
HQY,5015422609
IDA,5010051082
FHN,5004781830
PPC,4999531633
HHC,4989783036
ASR,4986600000
NVCR,4955762690
JBGS,4953980511
GWR,4950286404
SLM,4949114117
CASY,4936618539
NEU,4929895976
EQT,4922244747
NVT,4919860728
WAL,4906365750
ENTG,4905157658
ASH,4887373457
EV,4869830479
BRFS,4868497374
VIRT,4867215686
AVT,4866243210
ACM,4862354110
TFSL,4862246869
MAT,4856271573
CCJ,4848460967
TDOC,4847868486
BMS,4846356509
HIW,4845528651
FGEN,4845448753
HUYA,4840180128
SIX,4822035271
NGVT,4820942272
THG,4820405276
PSTG,4817837736
LFUS,4815003673
LIVN,4809112104
ESRT,4804210206
GGAL,4803917755
GTES,4770891068
AM,4762303235
AXS,4756879260
PCTY,4729626717
BB,4723660161
MTG,4722880590
NUAN,4720814779
MSM,4719976916
JHG,4712714566
KEX,4697086360
GMED,4695577036
SINA,4689177405
IART,4674652881
YY,4661851566
ZNGA,4656153097
CARG,4650797486
VAC,4645794432
GH,4641869487
INXN,4639393290
GWPH,4630312433
MDSO,4629933560
DCP,4629149694
AAXJ,4621320000
MMS,4612593809
BC,4600689971
OMF,4587127704
WYND,4586126086
PNFP,4584900000
COMM,4578755290
PHI,4578221872
HPT,4574786984
CACI,4571739301
TSG,4570474857
HAE,4570253274
MKSI,4564525939
OGS,4560862623
ARGX,4560410090
SID,4554378005
CHH,4542845004
VSAT,4539118788
KGC,4538330620
LSI,4535716890
MEOH,4530718329
AYX,4520260174
SAIC,4519716205
CHGG,4519531356
JBL,4517681738
RDN,4506415030
POR,4502393047
GT,4493019613
TXRH,4482618965
CNK,4473171279
PEB,4461588000
UMC,4459695199
RHP,4454197903
WSM,4451022476
STL,4449969194
TREX,4449458595
FLO,4441453059
JOBS,4424708237
SMG,4419753315
LSTR,4415964987
VIPS,4402077242
VSM,4398270336
VNOM,4390924218
AGO,4390483711
MCHI,4386960000
TNET,4382347368
LANC,4355615928
ESNT,4355139375
COLD,4353052570
OLN,4352349000
EAF,4329010419
FFIN,4322866125
FR,4318468058
NJR,4317889196
IBKC,4316828880
LAZ,4309627197
CVI,4292656577
BVN,4292378052
OZK,4290563941
BKH,4269593198
TRQ,4266106674
JCOM,4264427523
ENLK,4255008071
CHK,4249619741
BXMT,4242598657
CRI,4241940968
LOGM,4241920000
NXST,4241160000
AL,4241006896
ALE,4233140086
DECK,4221371471
VEON,4215397044
USM,4215330352
HE,4204916442
WTFC,4195030088
TREE,4176460473
X,4174120000
PLAN,4172554404
SWX,4164146036
EME,4143754407
TSRO,4127851330
SHLX,4127089242
WEN,4118181780
FTSM,4118041432
SRCL,4114818314
ANAT,4114549115
AMED,4108527095
SAVE,4104062522
CBRL,4099543344
PBF,4091834301
SNDR,4081778562
PSB,4076622060
AMRX,4063498530
TWOU,4059216649
TRCO,4053672592
PFGC,4053451362
UMPQ,4052692000
HR,4052675274
CWK,4037920336
BCO,4035133270
RBA,4024451641
SF,4015378303
CUZ,4014499149
MSA,4008785823
FNB,3998798143
AAN,3989629206
EQC,3982202021
TECD,3981058210
PS,3980539718
SR,3976008106
TARO,3971001387
UBSI,3961965455
WMGI,3935067451
TQQQ,3934460000
SIGI,3918028000
CRON,3917542882
STZ.B,3907453889
EGP,3892869617
ASB,3890650400
FCFS,3878598627
COR,3870564379
ESGR,3868525380
MBFI,3860707106
TCF,3857698407
LITE,3851421000
THO,3848936763
APLE,3841111665
VET,3838177439
SMAR,3837685806
ERJ,3823510801
SATS,3817647647
RYN,3813441479
GPK,3808623130
NAV,3807905651
GBCI,3793333537
WRI,3783014102
ALLO,3774466588
ERI,3771150000
CYBR,3767399211
CPA,3767199866
PAGP,3764152565
BILI,3761938056
HWC,3746024820
ACWX,3740330000
BLKB,3737235190
LPX,3736994604
DKS,3732561341
BSM,3717012026
EVR,3712429689
PAG,3711839167
SLAB,3708206895
RAMP,3706166453
TDS,3699046489
FND,3692630580
SMTC,3691221089
FHB,3678022216
ACIW,3670755764
GDS,3666245372
BKU,3664265183
CMD,3653526622
VVV,3652585000
RBC,3651556993
DAR,3648819684
CLDR,3647072291
ISBC,3644256741
EXP,3642971168
VGIT,3631846854
ATI,3631022200
ESL,3623672456
AWI,3623284761
BMA,3621537612
GHC,3610762967
AMCX,3604327168
SAM,3587202662
MANH,3565569736
TRN,3563834237
NUS,3559598375
GDOT,3557356043
HZNP,3553669398
PNM,3552551630
FRC-G,3548783619
QTT,3546728100
IGT,3544930679
BJ,3540010262
VLY,3533056773
ROLL,3525584968
SHO,3524122054
ASGN,3523307593
AEO,3521586552
PRSP,3517495841
BOX,3511990777
MTZ,3509072651
FSK,3502444890
SBRA,3490819810
CIM,3490397747
MANU,3487959468
PGRE,3487624025
LHCG,3482510337
VRNT,3478978838
BYD,3478385349
HCM,3467535895
CDEV,3467070154
AUO,3464728240
MIC,3463286372
ELLI,3458685582
TWO,3456017535
LILA,3449832739
UMBF,3448442611
HOMB,3440008000
BOH,3439926545
NCR,3437552000
LILAK,3433551410
NHI,3429989718
NFX,3429363000
BDC-B,3427574637
UFS,3424908170
AGIO,3424396869
NEA,3423250030
RRR,3423114706
SRC,3422951694
FIZZ,3418939409
OMCL,3415384850
DOC,3414890760
THS,3414713220
GFI,3413755143
WWW,3411388649
AVLR,3407720658
RLJ,3407625685
CSOD,3405956220
REXR,3402889216
AZUL,3398133570
NWE,3393929761
CLF,3388394549
STAY,3385412127
R,3373749581
CHFC,3371422495
TKR,3359587928
CLH,3353048447
BTU,3352181000
AN,3347914824
UNVR,3341030275
I,3340398254
IRBT,3336253255
LAUR,3331487930
SNH,3328229100
QLYS,3323995571
FEYE,3323642814
COHR,3322768792
ENS,3319059165
CBU,3312291960
NOMD,3306911943
BXS,3302230166
MFA,3295175369
GNRC,3285455500
AAXN,3278115218
NEOG,3278033275
VSH,3277000000
TTEK,3269696094
GOOS,3269226848
MMSI,3268082679
BPMC,3264633855
TCO,3263939857
URBN,3260484752
CLGX,3260322408
MOG.A,3244206171
CNDT,3228529246
ESI,3226410082
EBS,3226350396
DNP,3224477142
MD,3217346136
CVBF,3216440955
ENR,3216331152
KMT,3207110985
YELP,3202038129
PAH,3200460403
SBGI,3198260090
OI,3197778059
ORBK,3196422000
SLGN,3193538658
CATY,3183047024
CBPO,3180394333
REZI,3179915190
TPX,3174024847
RLI,3173580240
HGV,3163179283
PCI,3155318015
NOAH,3154150112
CFX,3147666824
MRCY,3136754048
MGY,3135973992
AVX,3134611840
ONB,3133666070
APY,3129983390
ALRM,3124523927
FIVN,3114913668
B,3113816671
RH,3111149434
GSH,3111089450
CVLT,3109494786
AJRD,3097228647
KW,3094361930
MOR,3093697304
TCBI,3088347679
INGN,3084834545
CCMP,3081427602
STAG,3080591061
NAVI,3072680000
PRLB,3063818591
FSV,3059632826
VIAV,3041472216
PTEN,3039441401
VMI,3031422995
ASND,3025921259
RARE,3025672809
DK,3025535408
FULT,3025329280
HLI,3016176646
HEP,3009263337
NUVA,3001014065
EXPO,3000060870
DORM,2997959520
SFM,2996138069
DAN,2994519836
HELE,2992292744
PENN,2988037753
MCY,2983909992
OUT,2982908654
ENV,2975318368
HCSG,2972583440
AEL,2972243942
CLNY,2970824489
